category,title,alt words,desc id,description
paper,cardboard,paper old corrugated cardboard occ corrugated fibreboard fiberboard boxes paperboard card stock packaging cardboard barrel detergent box cardboard box coffee cup sleeve,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,pizza box empty no food residue or plastics,boxes paper old corrugated cardboard occ corrugated fibreboard fiberboard paperboard card stock,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,cereal box,paper boxes,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,tissue box,paper boxes kleenex box box,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,,paper boxes,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,shoe box,paper boxes,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,milk carton,cartons containers gable top beverages,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,cigarette package,,8,please flatten cardboard boxes cartons and place in your blue bin before placing the item in your blue bin please remove any liners and dispose of the liners in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
plastic,plastic food tub,containers tubs buckets wide mouth yogurt margarine plastic tub lid,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic food tub lid,lids tubs tops covers wide mouth,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,margarine tub,tubs containers,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,sour cream tub,tubs plastic lids food tub,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic ice cream tub,tubs plastic ice cream containers,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,cottage cheese tub,,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,yogurt tub,yoghurt container,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,plastic jar,plastic jars,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,potato chip container,pringles packaging cans rigid,10,please remove any foil seals rinse and place in your blue bin with lid on all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
metal,food can,cans tin steel can sauce can soup can coffee can,13,please place the can in your blue bin make sure each can is empty and rinsed to avoid injury place sharp edged lids inside cans and pinch shut all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,steel can soup and other,cans metal containers food tin,13,please place the can in your blue bin make sure each can is empty and rinsed to avoid injury place sharp edged lids inside cans and pinch shut all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,aerosol can empty,spray paint can hairspray mousse compressed air shaving cream can shaving gel can shave cream can whipping cream can whipped cream can,17,please place empty aerosol cans into your blue bin and their plastic caps in your garbage bin make sure all containers are empty aerosol cans containing hazardous products should be disposed of as a http www toronto ca target blank household hazardous waste a all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
yard waste,yard waste,pine needles pine cones crab apples,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,mulch,bark chips wood chips,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,peat moss flower pot,planter peat moss,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,coconut flower pot,coco fiber coco fibre planter,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,wood chips shavings,lawn chips bark,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,garden trimmings weeds,weeds small shrubs garlic mustard plant,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,hay,straw bales,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,outdoor garden plant,bulbs,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,lawn edging earth removed,,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,leaves,leaf,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
,fruit fallen from trees,windfall walnuts pine cones pinecone fallen fruit from trees acorns,41,please place this item in your yard waste bin paper yard waste bag or any open top rigid reusable container that has handles weighing less than 20 kgs 44 lbs please leave your grass clippings on your lawn yard waste containing grass clippings or sod will not be picked up
metal,paint can empty,metal paint cans,45,please place empty cans in your blue bin remove lids and place both items in your blue bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
,roofing tar metal pail empty,roofing tar container empty can,45,please place empty cans in your blue bin remove lids and place both items in your blue bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
paper,calendar,,50,please remove the spiral and place only the paper portion of this item in your blue bin place the spiral in your garbage bin all recycling should fit in your blue bin with the lid closed if you have extra recycling please keep materials until your next blue bin collection occasionally you can place extra recycling in clear plastic bags beside the full blue bin if you wish to exchange your blue bin for a larger size at no cost please call 311
large,basketball stand rim and pole,basketball hoop basketball pole,60,items that would never fit in your garbage bin when empty are considered oversize and collected curbside please break down bundle and or tie where possible place items 0 5 metre 2 feet away from your garbage bin on your scheduled garbage collection day for free pick up bag tags are not required
garbage,mylar paper,film static matte overhead,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,paint tray and liner plastic,,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,plant tray,bottom drip tray,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,pool noodle,flotation floatation,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,flower artificial,fake arrangements,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,furnace filter,,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,bathroom scale,metal scale glass scale kitchen scale,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,electric appliances,blender hair dryer curling iron blow dryer electric toothbrush shredder coffee maker kettle food processor juicer electric can opener electric razor indoor grill,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,light bulbs,incandescent halogen flood light led pot light pot lights flood light flood lights,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,plant hanging basket,,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,rock salt,road salt de icer ice salt,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
,electronic accessory,coaxial cable headphone remote control battery charger electronic accessories calculator fibre optic cable fiber optic cable,82,please place this item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag this item is not recyclable at this time
auto,tire,tyres automobile automotive car tire small truck tire tires,87,please take rubber tires excluding heavy truck forklift and large off road tires to a a http www toronto ca garbage depots htm target blank recycling and solid waste depot a tires must be removed from rims up to five tires will be accepted free of charge weight based fees will apply for additional tires hours locations and contact information are available through the web link
,motor oil,oils car automobile automotive oil jug oil bottle gas gasoline diesel,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
chemicals,lubricant,oil wd 40 lube wd40 chemicals,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,acid or base,caustic chemicals muriatic acids,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,adhesive all types,glue adhesives,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,aerosol can full or partially full,spray,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
auto,antifreeze,chemicals ethyl glycol,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,brake fluid,car automobile automotive chemical,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,transmission fluid,car automobile automotive chemicals,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
chemicals,chlorine,pool chemical chlorine puck,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,cleaner or detergent,household cleaning product chemical carpet cleaner,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,fertilizer,lawn chemicals miracle grow,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
chemicals,fuel,fuels diesel coal coal oil naphtha kerosene canned heat sterno fondue fuel alcohol petroleum canister camp fuel white gas camp fuel lamp oil gas gasoline,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
auto,oil filter,filters oils automotive,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
chemicals,paint or stain,,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,solvents,lacquer thinner paint thinner naphtha denatured alcohol turpentine,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,photographic chemicals,photography chemicals,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,pool chemical,muriatic acid ph buffer,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
batteries,household batteries,lead acid chemicals alkaline duracell ni cads nickel cadmium battery flashlight with battery flashlight with batteries lithium ion electronic greeting cards musical cards electronic cigarettes e cigarettes e cigarettes hearing aid batteries hearing aid battery portable cell phone charger cell phone battery pack,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
other,mercury thermostat,thermometers switches thermometer,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
other,barbeque propane cylinder,bbq tank tanks,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
chemicals,driveway sealer,sealant,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
chemicals,blueprint ink,blue print,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
other,inhaler full,puffer ventolin vicks,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
other,welding tank,,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
chemicals,car care product,car automobile automotive cleaning product chemical,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,chemicals,,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,drain cleaner,cleaning products cleaner cleanser chemical,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,glue,adhesive paste chemicals krazy glue super glue,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,hair dye,cosmetics chemicals hair colour,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,herbicide,chemicals lawn chemicals round up round up weed killer,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,pesticide,chemicals insect repellent insecticides,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,nail polish and remover,cosmetics lacquer chemicals,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,oven cleaner,cleaners cleaning products cleansers easy off chemicals,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
,paint thinner,thinners turpentine chemicals,93,this item is household hazardous waste please take this item to one of the city s a www toronto ca garbage depots htm target blank household hazardous waste depots a must not be included in your garbage bin blue bin or poured down the drain is also collected at a http www toronto ca environment days index htm target blank community environment days a for between 10 to 50 litres kilograms residents can also request a free toxic taxi pick up a https secure toronto ca display jsp wiz sid x 984 wiz 1 wiz root household hazardous waste target blank online a or by calling 311 residents can also check the a http www ca target blank orange drop program a
